"ID","LIMIT_BAL","SEX","EDUCATION","MARRIAGE","AGE","PAY_2","PAY_3","PAY_4","PAY_5","PAY_6","BILL_AMT1","BILL_AMT2","BILL_AMT3","BILL_AMT4","BILL_AMT5","BILL_AMT6","PAY_AMT1","PAY_AMT2","PAY_AMT3","PAY_AMT4","PAY_AMT5","PAY_AMT6","default.payment.next.month","DEFAULT","AVG_UTILIZATION_RATE","OVERSPENDER","TOTAL_EXCESS_BALANCE"
21803,80000,"Female","High School","Married",24,-1,-1,2,-1,-1,754,-69,3330,2699,1853,184,0,3399,0,1853,184,1350,0,"No Default Next Month",0.0199925,"FALSE",-79757.8
9425,60000,"Female","Graduate School","Single",31,0,0,0,2,0,32632,34099,35525,38820,38066,39681,2000,2000,3900,0,2400,1500,1,"Defaults Next Month",0.620636666666667,"FALSE",-24721.8
3509,210000,"Female","Graduate School","Single",33,2,2,-1,-1,-1,970,2273,1303,5385,1814,0,1303,3,5387,1814,0,0,0,"No Default Next Month",0.0102619047619048,"FALSE",-209285.8
15176,90000,"Female","Graduate School","Single",23,-1,-1,0,0,0,5802,4657,10967,14644,12467,4155,4657,10967,10000,249,0,0,0,"No Default Next Month",0.1042,"FALSE",-84865.2
4396,50000,"Female","Graduate School","Single",23,-1,-1,0,0,-1,1413,-60,550,390,0,780,0,1000,230,0,780,0,0,"No Default Next Month",0.00664,"FALSE",-50070
13723,50000,"Female","Graduate School","Single",23,-1,2,-1,-1,-1,8225,2763,2545,1170,2480,8047,5308,0,1170,2480,8047,4428,0,"No Default Next Month",0.06802,"FALSE",-49824
28561,400000,"Female","Graduate School","Single",46,-1,2,-1,0,0,2030,10520,6073,8591,6611,17080,10540,18,8591,0,10990,0,1,"Defaults Next Month",0.0244375,"FALSE",-394144.8
19984,70000,"Female","University","Married",34,-2,-2,-2,-2,-2,1533,3921,6389,0,0,0,3921,6405,0,0,0,0,0,"No Default Next Month",0.0294571428571429,"FALSE",-69219
25624,140000,"Female","High School","Married",48,0,-1,0,0,0,143650,0,139067,93325,94256,97009,0,139067,4263,3376,4274,4635,0,"No Default Next Month",0.605224285714286,"FALSE",-86391.6
26228,610000,"Female","Graduate School","Single",38,0,0,0,0,0,608594,624475,632041,516575,454845,456596,26868,22375,17221,15300,16000,18000,0,"No Default Next Month",0.880174426229508,"FALSE",-90872.8
1963,140000,"Female","University","Married",25,0,0,0,0,0,81960,81757,83046,84034,77659,77180,3005,3000,3000,3000,3000,5000,0,"No Default Next Month",0.57668,"FALSE",-62664.8
21540,20000,"Female","Graduate School","Single",22,2,2,2,0,0,12831,12328,15195,14659,14642,15102,0,3077,0,524,696,300,1,"Defaults Next Month",0.71926,"FALSE",-6534.2
13470,240000,"Female","Graduate School","Single",46,2,-2,-1,0,-1,456,0,0,2240,1681,2267,0,0,2240,0,2267,3074,0,"No Default Next Month",0.00515666666666667,"FALSE",-240278.6
106,70000,"Female","University","Single",24,-1,-2,-2,-2,-1,5580,0,0,0,0,26529,0,0,0,0,26529,2000,0,"No Default Next Month",0.0757971428571429,"FALSE",-70400
17151,140000,"Female","Graduate School","Single",28,0,0,0,0,0,9598,10631,11349,12661,12606,12869,1500,1195,1507,452,467,470,0,"No Default Next Month",0.08588,"FALSE",-128795
14845,400000,"Female","Graduate School","Single",31,-1,-1,-1,0,0,4209,14858,28082,20188,68992,27613,14894,28222,20214,57060,16017,115710,0,"No Default Next Month",0.0798665,"FALSE",-415498
19846,200000,"Female","Graduate School","Married",43,-1,-1,-2,-2,-1,0,601,0,0,0,259,601,0,0,0,259,150,1,"Defaults Next Month",0.00086,"FALSE",-199909.8
9424,30000,"Female","Graduate School","Single",25,-2,-2,-2,-2,-2,9634,4476,8830,8153,6422,500,7,7002,13,155,1,0,0,"No Default Next Month",0.189206666666667,"FALSE",-25758
6712,80000,"Female","University","Single",23,0,0,-1,-1,0,6085,4728,5750,1361,1402,1911,1128,1150,1361,1402,1000,344,0,"No Default Next Month",0.03788,"FALSE",-78021
7598,20000,"Female","Graduate School","Single",22,-1,-1,-1,0,-1,7702,274,1395,10555,9500,9588,274,1395,10555,0,9588,491,1,"Defaults Next Month",0.31312,"FALSE",-18143.4
16165,50000,"Female","High School","Single",47,0,0,0,0,0,11961,14259,16028,17760,19462,22141,2500,2000,2000,2000,3000,3000,0,"No Default Next Month",0.3586,"FALSE",-34470
19368,110000,"Female","University","Married",39,0,0,0,0,0,93111,91198,85136,80491,78967,80628,3226,3050,2765,2304,2400,1885,0,"No Default Next Month",0.757127272727273,"FALSE",-29196.8
28109,120000,"Female","Graduate School","Single",37,2,2,2,2,2,744,744,744,744,1188,594,444,444,444,888,0,888,1,"Defaults Next Month",0.00669,"FALSE",-119730
29127,70000,"Female","High School","Married",53,0,0,0,0,0,70659,61100,62497,47581,48805,50018,3000,3200,2000,2000,2000,2000,1,"Defaults Next Month",0.771431428571429,"FALSE",-18239.8
25866,260000,"Female","Graduate School","Married",34,0,0,0,0,0,136914,139380,140836,153026,156108,158893,7000,5188,15000,7500,7000,3000,0,"No Default Next Month",0.575571538461539,"FALSE",-117889
25675,30000,"Female","University","Married",39,-1,-1,-1,-1,-1,4042,5060,2300,0,780,0,5327,2300,0,780,0,0,0,"No Default Next Month",0.0542666666666667,"FALSE",-28988
22549,420000,"Female","Graduate School","Single",34,-1,-1,0,0,-1,26232,8955,33661,12957,10221,40060,8967,33661,3005,3000,40060,5000,0,"No Default Next Month",0.0504066666666667,"FALSE",-415774.4
6268,280000,"Female","University","Married",47,0,0,0,0,-1,231181,26610,24910,20133,5821,143866,1610,1910,1133,821,155681,4785,0,"No Default Next Month",0.1581,"FALSE",-268598
11696,20000,"Female","High School","Single",53,-1,-2,-2,-1,-1,4400,-220,-220,-610,390,0,0,0,0,1390,0,780,0,"No Default Next Month",-0.0066,"FALSE",-20566
27666,50000,"Female","High School","Single",24,-1,-1,2,2,-1,10901,16877,9673,7755,6701,15567,22514,4000,8,3000,19000,3500,1,"Defaults Next Month",0.226292,"FALSE",-44587
6428,100000,"Female","University","Single",23,0,0,0,0,0,8002,7954,9777,10026,9657,9279,2000,2000,1000,504,1000,2000,0,"No Default Next Month",0.093386,"FALSE",-91962.2
274,200000,"Female","University","Single",33,0,0,0,0,0,11253,12852,14024,14512,16325,11905,2000,1322,2000,2000,1200,3000,0,"No Default Next Month",0.069618,"FALSE",-187980.8
25638,410000,"Female","Graduate School","Single",34,0,0,0,0,0,43719,44624,40881,39008,47638,27519,2626,2616,2617,20000,1012,511,0,"No Default Next Month",0.0974,"FALSE",-375417.2
23602,240000,"Female","University","Married",41,-2,-2,-2,-2,-2,5366,-34,6911,611,2631,4583,0,6945,614,2634,4606,6242,0,"No Default Next Month",0.0122516666666667,"FALSE",-241267.8
26134,170000,"Female","Graduate School","Married",30,0,2,2,0,0,165637,173637,173490,165645,165605,163432,15600,7666,0,7792,6248,5910,1,"Defaults Next Month",0.990363529411765,"FALSE",-7161.39999999999
28041,200000,"Female","University","Married",30,-1,2,-1,-1,-2,0,1541,811,2754,17557,1144,1541,4,3071,17557,1144,1252,0,"No Default Next Month",0.023807,"FALSE",-199844.2
12633,340000,"Female","University","Single",27,-1,-1,-1,-1,-1,14745,9318,4794,7819,332,16516,9318,5343,7819,332,16516,5000,0,"No Default Next Month",0.0228111764705882,"FALSE",-339246.2
22321,300000,"Female","Graduate School","Single",27,0,0,0,0,0,131760,132770,130595,132683,128557,125900,4700,4995,4516,4034,4088,3886,0,"No Default Next Month",0.43367,"FALSE",-174202.8
28839,180000,"Female","Graduate School","Married",44,-1,-1,-1,-1,-1,1210,1071,6554,0,21398,298,1071,6557,0,21398,298,0,0,"No Default Next Month",0.0325788888888889,"FALSE",-179786.4
15642,250000,"Female","University","Married",36,0,0,0,-1,0,253627,239250,245611,33017,182078,184036,10153,11000,4701,190071,8000,10014,0,"No Default Next Month",0.7071936,"FALSE",-117958.8
19035,500000,"Female","University","Married",42,0,-2,-2,-2,-2,149838,0,0,0,0,0,0,0,0,0,0,0,0,"No Default Next Month",0,"FALSE",-5e+05
3869,80000,"Female","University","Married",43,-2,-2,-2,-2,-2,398,379,298,-300,-300,-300,381,607,0,0,0,598,1,"Defaults Next Month",-0.0005575,"FALSE",-80285.6
10539,50000,"Female","High School","Married",56,0,0,0,0,0,63348,62934,60513,18712,17015,20284,2400,2500,1000,1000,5000,2000,0,"No Default Next Month",0.717832,"FALSE",-16408.4
838,110000,"Female","University","Married",55,0,0,0,0,0,15069,16123,16850,17568,18133,18828,1600,1300,1000,1000,1000,1000,0,"No Default Next Month",0.159094545454545,"FALSE",-93559.6
11442,60000,"Female","University","Single",24,-2,-1,-1,-2,-2,0,0,1668,844,200,2930,0,1668,844,1044,2930,3783,0,"No Default Next Month",0.0188066666666667,"FALSE",-60925.4
5112,180000,"Female","Graduate School","Married",30,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1,"Defaults Next Month",0,"FALSE",-180000
17730,220000,"Female","University","Married",51,0,0,0,0,-2,36022,12838,8605,5352,-5048,-5048,3010,3040,1000,0,0,0,0,"No Default Next Month",0.0151809090909091,"FALSE",-217468.2
23709,240000,"Female","University","Single",59,0,0,0,0,0,230026,239796,231230,196471,190004,161867,20000,12000,7000,8000,6000,6205,0,"No Default Next Month",0.849473333333333,"FALSE",-43967.4
28635,190000,"Female","Graduate School","Married",36,-1,-1,-1,0,0,6915,4923,-2,6381,6383,817,4923,0,6383,2,0,1809,0,"No Default Next Month",0.0194757894736842,"FALSE",-187938.4
23413,160000,"Female","University","Married",32,0,0,0,0,0,18400,18699,26919,29801,40433,51329,10000,10018,15021,15000,20000,20000,0,"No Default Next Month",0.20897625,"FALSE",-142571.6
10824,50000,"Female","High School","Single",22,0,0,0,0,-1,11867,12588,13089,13731,13891,1769,1309,1200,1232,891,4435,1836,0,"No Default Next Month",0.220272,"FALSE",-40905.2
25400,350000,"Female","Graduate School","Single",26,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,"No Default Next Month",0,"FALSE",-350000
5724,80000,"Female","University","Single",22,2,0,0,0,2,42080,41131,42281,42605,47544,33115,0,2200,1500,5600,0,2275,0,"No Default Next Month",0.51669,"FALSE",-40979.8
13779,30000,"Female","University","Single",25,2,2,2,2,2,24022,25038,25429,25714,26353,26868,1700,1100,1000,1200,1100,1200,1,"Defaults Next Month",0.86268,"FALSE",-5239.6
6149,300000,"Female","Graduate School","Single",37,2,0,0,0,0,34085,29305,25945,22318,18636,15374,0,1380,753,630,1000,500,0,"No Default Next Month",0.0743853333333333,"FALSE",-278537
21523,50000,"Female","Graduate School","Single",22,2,0,0,0,0,4112,3900,7737,3406,1470,1500,0,4019,2500,0,30,0,0,"No Default Next Month",0.072052,"FALSE",-47707.2
27773,120000,"Female","Graduate School","Single",24,-1,-1,-1,-1,-1,2946,384,1914,390,0,780,384,1920,390,0,780,0,1,"Defaults Next Month",0.00578,"FALSE",-119924.4
26330,350000,"Female","University","Single",34,-1,2,-1,0,-1,-20,630,630,15722,2003,7264,650,0,15788,10,7299,13980,0,"No Default Next Month",0.0149994285714286,"FALSE",-352165.6
6265,260000,"Female","Graduate School","Married",53,-1,-1,-1,-1,-1,827,827,827,827,755,-72,827,827,827,755,0,1726,0,"No Default Next Month",0.00243384615384615,"FALSE",-260194.2
25831,60000,"Female","University","Married",32,2,0,0,0,0,61291,57946,59534,60615,30592,28656,0,3120,3050,1136,1200,1206,1,"Defaults Next Month",0.791143333333333,"FALSE",-14473.8
27995,220000,"Female","University","Married",29,0,0,0,0,0,142818,141540,131810,118866,115256,97161,5042,5042,3687,3660,3528,3314,0,"No Default Next Month",0.549666363636364,"FALSE",-102919.6
5883,110000,"Female","High School","Married",53,-2,-2,-2,-2,-2,1457,745,0,0,0,0,745,0,0,0,0,0,0,"No Default Next Month",0.00135454545454545,"FALSE",-109851
28520,80000,"Female","University","Single",24,0,0,0,0,0,19188,18774,12339,11312,8324,7079,1374,1235,1101,270,1000,1000,0,"No Default Next Month",0.14457,"FALSE",-69355.6
17032,50000,"Female","High School","Single",23,2,2,2,2,2,41740,42755,43878,42877,45701,46720,2000,2100,0,3850,1900,1600,1,"Defaults Next Month",0.887724,"FALSE",-7503.8
12025,90000,"Female","University","Single",28,0,0,0,2,0,48177,49563,47750,47169,46284,47519,2500,2500,3700,0,2200,1800,1,"Defaults Next Month",0.529522222222222,"FALSE",-44383
14954,160000,"Female","Graduate School","Married",42,-1,-1,-1,-1,-1,3607,4417,1058,2146,2534,2242,4417,1058,2146,2534,2242,2254,0,"No Default Next Month",0.01549625,"FALSE",-159567.4
17175,250000,"Female","University","Single",29,2,2,0,0,0,252354,258503,252087,246649,177663,125960,11783,0,8065,5404,5000,5000,1,"Defaults Next Month",0.8486896,"FALSE",-42521.4
21834,100000,"Female","University","Married",27,0,0,0,0,2,101429,79254,80910,83072,87774,90579,2833,2929,3500,6100,4367,0,1,"Defaults Next Month",0.843178,"FALSE",-19061.4
9288,80000,"Female","University","Single",34,3,2,0,0,-2,84054,82194,78715,26681,0,0,3,5,1075,0,0,0,1,"Defaults Next Month",0.468975,"FALSE",-42698
4061,320000,"Female","University","Single",24,-1,-1,0,-1,-1,44500,51257,54659,35196,71244,35299,51334,54726,103,71404,35448,47699,0,"No Default Next Month",0.154784375,"FALSE",-312345
8246,200000,"Female","Graduate School","Single",34,-2,-2,-2,-2,-2,500,810,500,0,0,300,810,500,0,0,300,0,0,"No Default Next Month",0.00161,"FALSE",-199838
28498,330000,"Female","University","Married",37,0,0,0,0,0,46348,37052,36228,37833,37694,41269,1574,1640,3000,3000,4016,2049,0,"No Default Next Month",0.115197575757576,"FALSE",-294725.8
11925,150000,"Female","Graduate School","Single",29,-2,-2,-2,-2,-2,23414,23349,0,3180,0,13649,1000,0,3180,0,13649,1000,0,"No Default Next Month",0.0535706666666667,"FALSE",-145530.2
7113,250000,"Female","Graduate School","Married",30,-1,-1,2,-1,-1,1923,-574,2533,1607,56694,58091,900,4500,0,57000,5000,0,1,"Defaults Next Month",0.0946808,"FALSE",-239629.8
4891,360000,"Female","University","Married",33,0,0,0,0,0,325839,300726,252603,253759,255424,253826,11083,8948,8727,9118,9026,8997,0,"No Default Next Month",0.731298888888889,"FALSE",-105695.6
22391,500000,"Female","University","Single",32,-1,-1,-1,0,0,9609,5609,967,16638,15721,17349,5637,972,16671,5749,7376,10723,0,"No Default Next Month",0.0225136,"FALSE",-497041.4
12012,170000,"Female","University","Married",33,-1,-1,-1,-1,-1,263,641,0,638,0,362,641,0,638,0,362,1079,0,"No Default Next Month",0.00193058823529412,"FALSE",-170087.6
22693,180000,"Female","University","Married",32,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,800,1,"Defaults Next Month",0,"FALSE",-180160
22513,220000,"Female","University","Married",34,0,0,0,0,0,208009,212271,166288,168146,172345,177151,8200,8000,6108,7000,7743,7700,0,"No Default Next Month",0.814728181818182,"FALSE",-48070
28814,160000,"Female","Graduate School","Married",38,0,-2,-2,-2,-2,6555,0,0,0,0,0,0,0,0,0,0,0,0,"No Default Next Month",0,"FALSE",-160000
193,180000,"Female","Graduate School","Single",29,-1,-1,-2,-1,0,11386,199,0,0,17227,17042,199,0,0,17227,341,5114,0,"No Default Next Month",0.0382977777777778,"FALSE",-177642.8
23500,140000,"Female","University","Married",33,-1,-1,-1,-1,-1,-23,5742,0,1920,1180,0,5765,0,1920,1180,0,60000,0,"No Default Next Month",0.0126314285714286,"FALSE",-150851.6
10482,420000,"Female","Graduate School","Single",41,-1,-1,-1,0,0,22186,15258,13513,80831,39333,26831,15262,13523,80854,787,850,75341,0,"No Default Next Month",0.0836980952380952,"FALSE",-419117.8
23590,160000,"Female","Graduate School","Married",41,0,-1,0,0,0,169867,126973,88072,88783,79684,78656,3360,92532,2859,2638,3000,2584,0,"No Default Next Month",0.57771,"FALSE",-88289
1640,30000,"Female","High School","Married",47,-1,-1,-1,-1,-1,1355,5137,1392,696,0,696,5174,1392,696,0,696,696,0,"No Default Next Month",0.0528066666666667,"FALSE",-29111.8
2927,30000,"Female","University","Married",34,2,2,2,2,2,24014,25891,27385,27834,28241,28130,2274,2217,1200,1000,500,2000,1,"Defaults Next Month",0.91654,"FALSE",-3887.2
15956,210000,"Female","Graduate School","Single",30,0,0,0,0,0,7264,8816,10749,5125,5732,9297,2000,2500,2000,1000,4000,4000,0,"No Default Next Month",0.037827619047619,"FALSE",-204756.2
8396,360000,"Female","Graduate School","Single",29,0,0,0,0,-1,73753,61008,49781,12846,4548,9820,5121,10180,41,22,9865,14847,0,"No Default Next Month",0.0766683333333333,"FALSE",-339390.4
23444,260000,"Female","University","Married",38,0,0,0,0,0,163550,166795,171803,175248,175157,178850,5966,7692,7788,6267,6513,10000,0,"No Default Next Month",0.667579230769231,"FALSE",-94081.4
18441,20000,"Female","University","Single",23,0,0,-2,-2,-2,8936,9700,0,0,0,0,1000,0,0,0,0,0,0,"No Default Next Month",0.097,"FALSE",-18060
21609,130000,"Female","Graduate School","Single",24,-1,-1,-2,-2,-1,7353,3700,0,0,0,297,3727,0,0,0,297,0,0,"No Default Next Month",0.00614923076923077,"FALSE",-129260
23349,210000,"Female","University","Married",32,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,"No Default Next Month",0,"FALSE",-210000
20292,360000,"Female","Graduate School","Married",52,-2,-2,-2,-2,-2,6658,2598,1138,6730,3595,2915,2610,1240,6763,3613,2930,47183,0,"No Default Next Month",0.00943111111111111,"FALSE",-368950.6
6719,200000,"Female","University","Single",29,0,2,0,0,0,69412,69878,64222,50518,44892,76088,4012,2008,3008,9056,36100,22500,0,"No Default Next Month",0.305598,"FALSE",-153414.8
14723,80000,"Female","High School","Married",30,2,2,2,2,2,41687,42719,43018,44013,45058,46068,2000,1300,2000,1900,1900,0,1,"Defaults Next Month",0.55219,"FALSE",-37244.8
22424,110000,"Female","University","Single",33,0,0,0,0,0,83762,84677,87748,99201,78281,77772,3200,4521,20000,2710,2800,2700,1,"Defaults Next Month",0.777598181818182,"FALSE",-31010.4
7423,60000,"Female","Graduate School","Single",25,0,0,2,2,2,24066,24786,27050,26317,28200,28762,1414,2678,0,2310,1173,0,0,"No Default Next Month",0.450383333333333,"FALSE",-34209.2
28468,260000,"Female","University","Married",35,-1,-1,-1,-1,0,5656,591,6574,3551,3634,2440,869,6574,3551,3700,0,1047,0,"No Default Next Month",0.0129153846153846,"FALSE",-259616.4
19820,170000,"Female","University","Single",43,-1,-1,-1,-1,-1,0,1010,970,290,590,1222,1010,970,290,590,1222,0,0,"No Default Next Month",0.00480235294117647,"FALSE",-169798
25700,50000,"Female","High School","Married",45,0,0,0,0,0,20080,18866,21549,26163,26684,27753,1317,3000,5000,956,1500,3000,0,"No Default Next Month",0.48406,"FALSE",-28488.2
16355,220000,"Female","Graduate School","Married",40,0,0,0,0,0,63386,64165,61655,61855,64966,66942,8000,3000,3000,5000,3000,3000,0,"No Default Next Month",0.29053,"FALSE",-159483.4
4335,50000,"Female","High School","Married",58,0,0,0,0,0,50019,18458,19318,15949,14986,19401,1400,1229,687,2000,5000,1000,0,"No Default Next Month",0.352448,"FALSE",-34360.8
4374,90000,"Female","Graduate School","Married",36,-1,-2,-2,-2,-1,9999,0,0,0,0,1980,0,0,0,0,1980,0,0,"No Default Next Month",0.0044,"FALSE",-90000
21516,20000,"Female","University","Single",26,-2,-1,0,0,0,0,0,1568,1398,920,0,0,1568,1000,302,0,192,0,"No Default Next Month",0.03886,"FALSE",-19835.2
19882,230000,"Female","Graduate School","Single",38,-2,-2,-2,-1,0,2581,2929,6966,1935,6665,11254,2929,6966,1935,6665,8000,15941,0,"No Default Next Month",0.0258686956521739,"FALSE",-231951.6
21669,80000,"Female","Graduate School","Single",24,0,0,0,0,0,34106,33045,32318,30171,32950,30899,3000,3000,2000,5000,3000,6000,0,"No Default Next Month",0.3984575,"FALSE",-51923.4
683,230000,"Female","Graduate School","Married",35,0,0,0,-2,-2,4259,5432,6182,0,0,0,1250,1000,0,0,0,0,0,"No Default Next Month",0.0100991304347826,"FALSE",-227877.2
6731,280000,"Female","Graduate School","Single",39,-2,-2,-2,-2,-2,1863,869,262,1203,4,320,872,262,1203,150,470,1000,0,"No Default Next Month",0.00189857142857143,"FALSE",-280085.4
28294,170000,"Female","Graduate School","Single",29,0,0,2,0,0,106146,115333,128440,124909,127393,130243,11021,15000,0,6059,5068,5123,0,"No Default Next Month",0.736844705882353,"FALSE",-50986.4
13398,50000,"Female","University","Married",26,0,0,0,-1,0,49744,40859,20706,-1166,19133,19127,1500,1206,0,20689,697,641,0,"No Default Next Month",0.394636,"FALSE",-34914.8
2375,50000,"Female","University","Single",25,3,2,2,2,2,35592,36518,36822,37421,38424,39035,1800,1200,1500,1750,1390,0,1,"Defaults Next Month",0.75288,"FALSE",-13524
22468,70000,"Female","University","Married",48,-1,-1,-1,0,-1,3838,1930,6384,4286,2333,930,1930,6384,4292,0,930,1422,0,"No Default Next Month",0.0453228571428571,"FALSE",-69433
15835,360000,"Female","University","Single",27,2,-2,-2,-2,-2,2500,0,0,0,0,0,0,0,0,0,0,0,1,"Defaults Next Month",0,"FALSE",-360000
25586,160000,"Female","University","Single",33,0,0,0,0,0,140122,140225,140745,139923,140815,139935,6500,5211,5000,5000,5000,5000,0,"No Default Next Month",0.87705375,"FALSE",-24713.6
1994,310000,"Female","Graduate School","Married",43,-2,-2,-2,-2,-2,14619,1881,13750,9837,7785,14460,12484,13961,9838,7785,14460,14195,0,"No Default Next Month",0.0307825806451613,"FALSE",-312505.2
16028,30000,"Female","University","Single",41,2,0,0,0,0,25562,23250,23217,21295,19076,9292,0,1600,1500,1000,1720,0,0,"No Default Next Month",0.640866666666667,"FALSE",-11938
19912,310000,"Female","University","Single",31,0,0,0,0,0,309080,314220,288581,294745,301286,306515,11900,12000,12500,12930,12000,13500,0,"No Default Next Month",0.971191612903226,"FALSE",-21516.6
22925,20000,"Female","University","Married",37,-1,-1,-1,-1,0,425,1626,460,360,1520,1160,1629,460,360,1520,0,2233,0,"No Default Next Month",0.05126,"FALSE",-19889.4
12392,230000,"Female","University","Married",37,2,2,0,0,0,72514,74421,71201,72029,71923,72020,5118,0,4000,2607,2732,2482,1,"Defaults Next Month",0.314429565217391,"FALSE",-160045.4
600,300000,"Female","University","Married",36,-1,2,0,-1,-1,-475,5191,4606,2303,2768,65373,10000,0,0,2768,65373,10780,1,"Defaults Next Month",0.053494,"FALSE",-299736
548,160000,"Female","University","Single",25,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,"No Default Next Month",0,"FALSE",-160000
2847,350000,"Female","Graduate School","Single",31,0,0,0,0,2,181550,177978,164481,198545,232543,165288,10000,20000,100048,60000,0,5000,0,"No Default Next Month",0.536477142857143,"FALSE",-199242.6
21468,230000,"Female","Graduate School","Single",26,0,0,0,0,0,166511,159766,142435,136502,122572,110839,6722,6500,6020,4056,4000,4500,0,"No Default Next Month",0.584446956521739,"FALSE",-100592.4
23356,30000,"Female","University","Single",28,2,2,5,5,4,1200,1200,1200,1200,1200,600,0,0,0,0,0,0,1,"Defaults Next Month",0.036,"FALSE",-28920
21605,110000,"Female","University","Single",25,0,0,0,0,0,80374,81652,47291,43857,45684,40994,3000,3000,2173,3000,3500,1538,0,"No Default Next Month",0.471778181818182,"FALSE",-60746.6
19654,240000,"Female","Graduate School","Single",32,0,0,0,0,0,89988,27329,21061,27585,18019,18116,18063,18008,27067,18046,10018,17038,0,"No Default Next Month",0.093425,"FALSE",-235613.4
13403,190000,"Female","Graduate School","Married",35,-1,0,0,0,0,980,68738,105265,126905,150953,153223,68738,50000,26905,30000,7000,10000,0,"No Default Next Month",0.63693052631579,"FALSE",-93764.2
17231,100000,"Female","Graduate School","Married",39,2,2,2,2,2,94732,97284,99542,99898,99786,97670,5000,4700,2950,3100,5,6170,1,"Defaults Next Month",0.98836,"FALSE",-4549
1450,60000,"Female","High School","Married",50,0,0,0,0,0,61600,61952,60661,29095,17636,31406,3300,2000,900,889,21500,3600,1,"Defaults Next Month",0.669166666666667,"FALSE",-25627.8
18850,200000,"Female","Graduate School","Single",28,0,0,0,0,0,140407,142965,188990,188742,187267,190249,8031,55015,5327,5505,5525,6039,0,"No Default Next Month",0.898213,"FALSE",-35839.6
13014,280000,"Female","University","Single",43,2,2,-2,-2,-2,4172,3560,-40,-40,8160,657,0,40,0,8200,657,3,0,"No Default Next Month",0.00878357142857143,"FALSE",-279320.6
1926,470000,"Female","University","Single",26,0,0,0,0,0,169699,170309,167876,170610,173643,178083,6200,7000,5716,5982,7000,5500,0,"No Default Next Month",0.36617914893617,"FALSE",-304135.4
22589,180000,"Female","Graduate School","Married",46,0,0,0,0,0,182283,167160,173685,179213,182271,156029,15000,11080,10000,10000,7000,10000,0,"No Default Next Month",0.953731111111111,"FALSE",-17944.4
26208,180000,"Female","High School","Married",36,0,0,-1,0,0,8911,5838,-2,120442,90430,92325,1034,2,120444,3236,3352,3897,0,"No Default Next Month",0.34337,"FALSE",-144379.6
22667,220000,"Female","High School","Married",43,0,0,0,0,0,242526,228858,218878,193596,167149,157817,8100,8100,7000,5900,5600,5000,1,"Defaults Next Month",0.878452727272727,"FALSE",-33060.4
17313,60000,"Female","High School","Married",48,-1,-1,-1,-1,-1,4823,5471,8422,4377,3910,2431,5491,9683,4377,3918,2431,2120,1,"Defaults Next Month",0.0820366666666667,"FALSE",-59583.6
29152,30000,"Female","High School","Married",60,2,2,7,7,7,1950,1950,1950,1950,1950,1950,0,0,0,0,0,0,1,"Defaults Next Month",0.065,"FALSE",-28050
23421,20000,"Female","Graduate School","Single",32,-1,-1,-2,-1,-1,2095,7733,0,0,4076,1911,7733,0,0,4076,1911,0,1,"Defaults Next Month",0.1372,"FALSE",-18453.4
10995,230000,"Female","Graduate School","Single",32,2,2,2,0,0,205498,210424,212979,207759,212014,225246,10000,7598,0,8000,17000,0,1,"Defaults Next Month",0.929062608695652,"FALSE",-22835.2
1587,390000,"Female","Graduate School","Married",49,-1,-1,-2,-2,-1,15026,13357,0,0,0,100000,13357,0,0,0,100000,39268,0,"No Default Next Month",0.0581317948717949,"FALSE",-395182.2
15666,60000,"Female","High School","Married",42,0,0,0,-2,-1,29243,31093,26401,326,324,1126,3032,1454,326,324,1130,199,0,"No Default Next Month",0.197566666666667,"FALSE",-48832.6
7680,50000,"Female","High School","Single",41,2,2,2,2,2,24064,24981,25473,25857,26298,25725,1600,1200,1100,1000,0,1948,1,"Defaults Next Month",0.513336,"FALSE",-25382.8
12448,100000,"Female","University","Single",28,0,0,0,0,0,95197,87478,89245,90247,91979,94450,4050,4114,3379,3338,4000,5373,0,"No Default Next Month",0.906798,"FALSE",-13361
2202,210000,"Female","Graduate School","Married",45,-2,-2,-2,-2,-2,-200,-200,-200,0,2000,0,0,0,200,2000,0,0,0,"No Default Next Month",0.00152380952380952,"FALSE",-210120
6475,260000,"Female","Graduate School","Single",29,2,0,0,0,0,234922,227802,215320,177965,171201,164834,6,6918,5295,4805,5002,3005,0,"No Default Next Month",0.736247692307692,"FALSE",-73580.6
2150,230000,"Female","Graduate School","Single",29,-1,-1,-1,-1,-1,1960,11055,2269,9818,690,5369,11055,2269,9818,690,5369,4285,0,"No Default Next Month",0.0253921739130435,"FALSE",-228646
8098,180000,"Female","University","Single",23,0,0,0,0,0,180636,157396,160925,132312,80984,42562,20000,20000,10130,3000,4000,84000,0,"No Default Next Month",0.637976666666667,"FALSE",-89390.2
19424,150000,"Female","Graduate School","Single",31,0,0,-1,0,0,10778,6798,6221,4711,6711,6711,6000,3039,9050,2000,0,4000,0,"No Default Next Month",0.041536,"FALSE",-147387.4
